"Course Code (long)","faculty","course_code","name","credits","level","term","section_number","location","instructor","capacity","enrolled","status","meeting_type","meeting_date","meeting_start_date","meeting_end_date","meeting_days","meeting_start_time","meeting_end_time","meeting_building","meeting_room"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","01:30 PM","02:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"ACCT*1220*0109","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Fall 2022","0109","Guelph","P. Lassou","48","0","Closed","LEC",,"2022/09/08","2022/12/16","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Mon","12:30 PM","01:20 PM","MCKN","231"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"ACCT*1220*0110","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Fall 2022","0110","Guelph","P. Lassou","48","1","Open","LEC",,"2022/09/08","2022/12/16","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","11:30 AM","12:20 PM","MACS","121"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"ACCT*1220*DE01","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Fall 2022","DE01","Guelph","T. Nasreen","200","8","Open","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"ACCT*1220*0101","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0101","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","10:30 AM","11:20 AM","MCKN","230"
"ACCT*1220*0102","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0102","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","02:30 PM","03:20 PM","MCKN","231"
"ACCT*1220*0103","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0103","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","11:30 AM","12:20 PM","MCKN","232"
"ACCT*1220*0104","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0104","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","08:30 AM","09:20 AM","MCKN","230"
"ACCT*1220*0105","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0105","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","12:30 PM","01:20 PM","MCKN","228"
"ACCT*1220*0106","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0106","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","04:30 PM","05:20 PM","MCKN","229"
"ACCT*1220*0107","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0107","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","02:30 PM","03:20 PM","MCKN","229"
"ACCT*1220*0108","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0108","Guelph","S. Dhaliwal","25","25","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","09:30 AM","10:20 AM","MCKN","230"
"ACCT*1220*0109","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0109","Guelph","S. Dhaliwal","70","70","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Wed","09:30 AM","10:20 AM","AD-S","VIRTUAL"
"ACCT*1220*0110","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0110","Guelph","S. Dhaliwal","70","70","Open","LEC",,"2023/01/09","2023/04/25","Fri","08:30 AM","10:20 AM","ROZH","104"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Mon","01:30 PM","02:20 PM","AD-S","VIRTUAL"
"ACCT*1220*0211","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0211","Guelph","TBA TBA","0","0","Closed","LEC",,"2023/01/09","2023/04/25","Mon","07:00 PM","08:50 PM","ROZH","103"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Fri","01:30 PM","02:20 PM","MCKN","229"
"ACCT*1220*0212","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0212","Guelph","TBA TBA","0","0","Closed","LEC",,"2023/01/09","2023/04/25","Mon","07:00 PM","08:50 PM","ROZH","103"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Fri","08:30 AM","09:20 AM","MCKN","230"
"ACCT*1220*0213","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0213","Guelph","TBA TBA","0","0","Closed","LEC",,"2023/01/09","2023/04/25","Mon","07:00 PM","08:50 PM","ROZH","103"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Tues","02:30 PM","03:20 PM","MCKN","228"
"ACCT*1220*0214","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","0214","Guelph","TBA TBA","0","0","Closed","LEC",,"2023/01/09","2023/04/25","Mon","07:00 PM","08:50 PM","ROZH","103"
,,,,,,,,,,,,,"SEM",,"2023/01/09","2023/04/25","Thur","10:30 AM","11:20 AM","MCKN","229"
"ACCT*1220*DE01","ACCT","1220","Intro Financial Accounting","0.50","Undergraduate","Winter 2023","DE01","Guelph","S. Dhaliwal","200","200","Open","Distance Education",,"2023/01/09","2023/04/25",,,,,
"ACCT*2230*01","ACCT","2230","Management Accounting","0.50","Undergraduate","Fall 2022","01","Guelph","K. Jagoda","500","149","Open","LEC",,"2022/09/08","2022/12/16","Tues","07:00 PM","09:50 PM","ROZH","104"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","11:30 AM","01:30 PM",,
"ACCT*2230*DE01","ACCT","2230","Management Accounting","0.50","Undergraduate","Fall 2022","DE01","Guelph","S. Dhaliwal","325","23","Open","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","11:30 AM","01:30 PM",,
"ACCT*2230*01","ACCT","2230","Management Accounting","0.50","Undergraduate","Winter 2023","01","Guelph","P. Ghattas","200","200","Open","LEC",,"2023/01/09","2023/04/25","Thur","07:00 PM","09:50 PM","ROZH","103"
"ACCT*2230*DE01","ACCT","2230","Management Accounting","0.50","Undergraduate","Winter 2023","DE01","Guelph","P. Ghattas","200","200","Open","Distance Education",,"2023/01/09","2023/04/25",,,,,
"ACCT*3280*01","ACCT","3280","Auditing I","0.50","Undergraduate","Fall 2022","01","Guelph","P. Ghattas","68","16","Open","LEC",,"2022/09/08","2022/12/16","Wed Fri","01:00 PM","02:20 PM","CRSC","116"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"ACCT*3330*01","ACCT","3330","Intermed Financial Account I","0.50","Undergraduate","Fall 2022","01","Guelph","S. Wick","76","8","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","04:00 PM","05:20 PM","MCKN","116"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","02:30 PM","04:30 PM",,
"ACCT*3330*02","ACCT","3330","Intermed Financial Account I","0.50","Undergraduate","Fall 2022","02","Guelph","S. Wick","76","8","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","01:00 PM","02:20 PM","MCKN","121"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","02:30 PM","04:30 PM",,
"ACCT*3330*01","ACCT","3330","Intermed Financial Account I","0.50","Undergraduate","Winter 2023","01","Guelph","S. Dhaliwal","50","50","Open","LEC",,"2023/01/09","2023/04/25","Wed Fri","02:30 PM","03:50 PM","MCLN","107"
"ACCT*3340*01","ACCT","3340","Intermed Financial Account II","0.50","Undergraduate","Fall 2022","01","Guelph","S. Scott","85","5","Open","LEC",,"2022/09/08","2022/12/16","Wed Fri","11:30 AM","12:50 PM","MACS","209"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","08:30 AM","10:30 AM",,
"ACCT*3340*02","ACCT","3340","Intermed Financial Account II","0.50","Undergraduate","Fall 2022","02","Guelph","S. Scott","65","8","Open","LEC",,"2022/09/08","2022/12/16","Wed Fri","02:30 PM","03:50 PM","CRSC","116"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","08:30 AM","10:30 AM",,
"ACCT*3350*01","ACCT","3350","Taxation","0.50","Undergraduate","Fall 2022","01","Guelph","S. Dhaliwal","38","11","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MCKN","306"
,,,,,,,,,,,,,"EXAM","2022/12/15",,,"Thur","11:30 AM","01:30 PM",,
"ACCT*3350*02","ACCT","3350","Taxation","0.50","Undergraduate","Fall 2022","02","Guelph","S. Dhaliwal","38","7","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MCKN","305"
,,,,,,,,,,,,,"EXAM","2022/12/15",,,"Thur","11:30 AM","01:30 PM",,
"ACCT*4220*01","ACCT","4220","Advanced Financial Accounting","0.50","Undergraduate","Fall 2022","01","Guelph","R. Baker","75","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","04:00 PM","05:20 PM","MCKN","116"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","02:30 PM","04:30 PM",,
"ACCT*4220*02","ACCT","4220","Advanced Financial Accounting","0.50","Undergraduate","Fall 2022","02","Guelph","R. Baker","75","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MCKN","116"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","02:30 PM","04:30 PM",,
"ACCT*4220*01","ACCT","4220","Advanced Financial Accounting","0.50","Undergraduate","Winter 2023","01","Guelph","R. Baker","40","40","Open","LEC",,"2023/01/09","2023/04/25","Tues Thur","01:00 PM","02:20 PM","MCKN","230"
"ACCT*4230*01","ACCT","4230","Advanced Management Accounting","0.50","Undergraduate","Fall 2022","01","Guelph","K. Jagoda","50","30","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MCLN","107"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"ACCT*4230*01","ACCT","4230","Advanced Management Accounting","0.50","Undergraduate","Winter 2023","01","Guelph","K. Jagoda","50","50","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","08:30 AM","09:50 AM","MCKN","121"
"ACCT*4230*02","ACCT","4230","Advanced Management Accounting","0.50","Undergraduate","Winter 2023","02","Guelph","K. Jagoda","50","50","Open","LEC",,"2023/01/09","2023/04/25","Mon Wed","11:30 AM","12:50 PM","MCKN","029"
"ACCT*4270*01","ACCT","4270","Auditing II","0.50","Undergraduate","Fall 2022","01","Guelph","C. Zavitz","110","65","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","04:00 PM","05:20 PM","MAC","149"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","11:30 AM","01:30 PM",,
"ACCT*4270*02","ACCT","4270","Auditing II","0.50","Undergraduate","Fall 2022","02","Guelph","C. Zavitz","110","10","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","01:00 PM","02:20 PM","MAC","149"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","11:30 AM","01:30 PM",,
"ACCT*4350*01","ACCT","4350","Income Taxation II","0.50","Undergraduate","Fall 2022","01","Guelph","S. Dhaliwal","95","2","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","08:30 AM","09:50 AM","MACS","209"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","11:30 AM","01:30 PM",,
"AGR*1110*0101","AGR","1110","Intro to Agri-Food Systems","1.00","Undergraduate","Fall 2022","0101","Guelph","E. Lee, A. Robinson, M. Raizada","32","2","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Tues","08:30 AM","11:20 AM","CRSC","121A"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","11:30 AM","01:30 PM",,
"AGR*1110*0102","AGR","1110","Intro to Agri-Food Systems","1.00","Undergraduate","Fall 2022","0102","Guelph","E. Lee, A. Robinson, M. Raizada","32","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","08:30 AM","11:20 AM","CRSC","121A"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","11:30 AM","01:30 PM",,
"AGR*1110*0103","AGR","1110","Intro to Agri-Food Systems","1.00","Undergraduate","Fall 2022","0103","Guelph","E. Lee, A. Robinson, M. Raizada","32","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","08:30 AM","11:20 AM","CRSC","121A"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","11:30 AM","01:30 PM",,
"AGR*1110*0104","AGR","1110","Intro to Agri-Food Systems","1.00","Undergraduate","Fall 2022","0104","Guelph","E. Lee, A. Robinson, M. Raizada","32","1","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","08:30 AM","11:20 AM","CRSC","121A"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","11:30 AM","01:30 PM",,
"AGR*1110*0105","AGR","1110","Intro to Agri-Food Systems","1.00","Undergraduate","Fall 2022","0105","Guelph","E. Lee, A. Robinson, M. Raizada","32","2","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed Fri","02:30 PM","03:20 PM","ALEX","100"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Mon","08:30 AM","11:20 AM","CRSC","121A"
,,,,,,,,,,,,,"EXAM","2022/12/09",,,"Fri","11:30 AM","01:30 PM",,
"AGR*2150*01","AGR","2150","Plant Ag. for Int'l Devmt","0.50","Undergraduate","Fall 2022","01","Guelph","M. Raizada","40","16","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MCLN","101"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"AGR*2320*0101","AGR","2320","Soils in Agroecosystems","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Lauzon","22","12","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","08:30 AM","10:20 AM","ALEX","030"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"AGR*2320*0102","AGR","2320","Soils in Agroecosystems","0.50","Undergraduate","Fall 2022","0102","Guelph","J. Lauzon","22","3","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","03:30 PM","05:20 PM","ALEX","030"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"AGR*2320*0103","AGR","2320","Soils in Agroecosystems","0.50","Undergraduate","Fall 2022","0103","Guelph","J. Lauzon","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","03:30 PM","05:20 PM","ALEX","030"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"AGR*2320*0104","AGR","2320","Soils in Agroecosystems","0.50","Undergraduate","Fall 2022","0104","Guelph","J. Lauzon","22","4","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","03:30 PM","05:20 PM","ALEX","030"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"AGR*2320*0105","AGR","2320","Soils in Agroecosystems","0.50","Undergraduate","Fall 2022","0105","Guelph","J. Lauzon","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","08:30 AM","10:20 AM","ALEX","030"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"AGR*2350*0101","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0101","Guelph","K. Wood","37","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","ANNU","030"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0102","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0102","Guelph","K. Wood","37","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","ANNU","030"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0103","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0103","Guelph","K. Wood","37","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM","ANNU","030"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0104","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0104","Guelph","K. Wood","37","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM","ANNU","030"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0105","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0105","Guelph","K. Wood","37","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","02:30 PM","05:20 PM","ANNU","030"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0106","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0106","Guelph","K. Wood","37","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","02:30 PM","05:20 PM","ANNU","030"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0107","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0107","Guelph","K. Wood","38","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","ANNU","102"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2350*0108","AGR","2350","Animal Prod Sys & Industry","0.50","Undergraduate","Fall 2022","0108","Guelph","K. Wood","38","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","ALEX","200"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","ANNU","102"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"AGR*2470*0101","AGR","2470","Intro to Plant Agriculture","0.50","Undergraduate","Fall 2022","0101","Guelph","M. McDonald, B. Micallef, J. Nasielski","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","MCKN","117"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","08:30 AM","11:20 AM",,"GNHS"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","08:30 AM","11:20 AM","MACN","201"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","11:30 AM","01:30 PM",,
"AGR*2470*0102","AGR","2470","Intro to Plant Agriculture","0.50","Undergraduate","Fall 2022","0102","Guelph","M. McDonald, B. Micallef, J. Nasielski","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","MCKN","117"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM",,"GNHS"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Tues","02:30 PM","05:20 PM","MACN","201"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","11:30 AM","01:30 PM",,
"AGR*2470*0103","AGR","2470","Intro to Plant Agriculture","0.50","Undergraduate","Fall 2022","0103","Guelph","M. McDonald, B. Micallef, J. Nasielski","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","MCKN","117"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM",,"GNHS"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM","MACN","201"
,,,,,,,,,,,,,"EXAM","2022/12/05",,,"Mon","11:30 AM","01:30 PM",,
"AGR*2470*0104","AGR","2470","Intro to Plant Agriculture","0.50","Undergraduate","Fall 2022","0104","Guelph","M. McDonald, B. Micallef, J. Nasielski","20","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","MCKN","117"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM",,"GNHS"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Thur","02:30 PM","05:20 PM","MCKN","119A"
